"","index","status","cust.Investment.Potential.Score","predictions"
"3977",4977,"None",3.1,"None"
"3978",4978,"None",4.5,"None"
"3979",4979,"None",2.1,"None"
"3980",4980,"None",2.7,"None"
"3981",4981,"None",5.6,"None"
"3982",4982,"None",3.6,"None"
"3983",4983,"B",3,"None"
"3984",4984,"None",4.6,"None"
"3985",4985,"None",2.3,"None"
"3986",4986,"None",2.9,"None"
"3987",4987,"None",3.9,"None"
"3988",4988,"None",2.4,"None"
"3989",4989,"None",3.2,"A"
"3990",4990,"None",2.8,"None"
"3991",4991,"None",4.2,"B"
"3992",4992,"None",2.9,"None"
"3993",4993,"None",2.3,"None"
"3994",4994,"None",3.4,"A"
"3995",4995,"B",3.6,"None"
"3996",4996,"None",2.6,"None"
"3997",4997,"None",3.4,"None"
"3998",4998,"B",4,"None"
"3999",4999,"None",4.5,"None"
"4000",5000,"A",3.5,"A"
