index,' sex',' mstatus',' age',' children',' occupation',' education',' income',' avbal',' avtrans',' decision'
525.254947,F,single,23.975317,0,legal,tertiary,9643.458484,27545.111334,2358.214511,B
838.809936,F,single,27.164572,0,government,secondary,3160.835032,16933.204631,379.057337,B
693.101384,F,single,28.038901,0,government,secondary,3590.008563,18047.696176,429.006582,B
61.456577,M,single,26.609122,0,manuf,tertiary,3897.825897,25067.27072,2124.780181,B
539.599284,M,single,24.499051,0,manuf,tertiary,4758.940763,23580.030635,1807.10236,B
691.762465,M,single,19.388326,0,manuf,tertiary,5852.923737,24146.377753,2030.485709,B
551.992321,M,single,19.10549,0,manuf,tertiary,4693.62066,24966.649148,1145.818064,B
750.364925,F,single,22.066175,0,legal,tertiary,8773.143913,26912.439781,4493.11958,B
814.342514,F,single,24.971607,0,legal,tertiary,9045.940251,25458.507831,2594.31026,B
693.795452,F,single,26.403373,0,education,secondary,4039.243397,16144.405195,822.158477,B
597.285552,F,single,27.715091,0,education,secondary,6538.776897,13999.08072,1484.791165,B
990.828913,M,single,23.58752,0,legal,tertiary,10709.278536,27055.261845,2330.739421,B
122.320386,M,single,27.561054,0,legal,tertiary,13185.75033,29942.0312,3214.634982,B
55.763731,M,single,27.522674,0.075215,legal,tertiary,11726.663422,30362.377668,3230.319319,B
77.600726,M,single,27.916402,0,legal,tertiary,13218.512708,29007.080333,3379.623786,B
492.157695,M,single,25.618643,0,manuf,tertiary,5045.377545,25955.409212,2196.785169,B
335.567049,M,single,25.732895,0,manuf,tertiary,5323.396029,25582.817301,2363.971814,B
67.545399,F,single,23.653149,0.045069,legal,tertiary,6875.546324,28158.99657,3670.895761,B
173.969619,F,single,28.533581,0.459603,legal,tertiary,7815.611976,28095.607042,3299.135719,B
164.317437,F,single,22.326612,0,government,tertiary,8135.348693,22053.096474,2325.442223,B
104.770466,F,single,21.305194,0,government,tertiary,8274.966933,22037.368023,2554.325041,B
155.267264,M,single,27.442367,2.449379,manuf,tertiary,10080.270398,46298.998469,3517.404789,B
202.481569,M,single,26.46423,2.347208,manuf,tertiary,8839.961622,40729.192176,3138.589452,B
248.660497,M,single,28.333808,0.890159,legal,tertiary,10710.29856,30897.656958,2330.014143,B
99.295032,M,single,28.954153,0.935997,legal,tertiary,9778.433183,33624.737311,2152.379322,B
231.830301,F,single,26.358344,0,government,secondary,4281.204244,20092.757881,655.649314,B
730.568581,F,single,23.104943,0,government,secondary,4900.932668,22329.574132,1042.326008,B
238.069317,F,single,25.961111,0,IT,secondary,3281.851866,11045.829303,998.975755,B
138.930473,F,single,21.757622,0,IT,secondary,2984.733295,12504.652861,594.673659,B
311.302107,M,single,22.483273,0.000032,manuf,tertiary,6251.115832,26505.957978,2705.93679,B
221.95704,M,single,24.227709,0.001596,manuf,tertiary,6063.106397,26475.235432,2948.132157,B
185.976695,F,single,26.610956,0,legal,tertiary,8803.588696,25424.827252,2590.157818,B
198.335808,F,single,25.492679,0,legal,tertiary,8939.32391,25416.87435,2568.066604,B
141.021345,M,single,26.289759,0.114142,manuf,tertiary,10376.71566,45490.501817,2178.768678,B
155.316533,M,single,27.301773,1.884045,manuf,tertiary,9433.728869,42143.312948,2810.338869,B
206.60479,M,single,23.470702,0,legal,tertiary,10615.109447,27800.582443,1914.389936,B
263.974201,M,single,23.816986,0,legal,tertiary,10310.189776,27975.233964,2152.679842,B
263.279784,F,single,25.846661,1.034141,legal,tertiary,8815.763158,18066.36656,2470.093164,B
360.007264,F,single,26.497195,1.095917,legal,tertiary,8123.399406,18274.992913,2476.059154,B
219.392737,F,single,26.582107,0,IT,tertiary,9011.161043,15354.779488,1917.716047,B
239.165516,F,single,27.441878,0,IT,tertiary,6180.750782,11648.578085,2031.675214,B
381.791652,F,single,25.738497,0,legal,tertiary,10439.275354,17606.287769,3247.001554,B
392.176371,F,single,25.644337,0,legal,tertiary,12214.043024,17576.872092,3076.836272,B
267.341891,F,single,21.9041,0,legal,postgrad,8411.069734,27356.125165,4149.496145,B
327.984868,F,single,22.040334,0,legal,postgrad,8594.226285,27171.722606,5021.238491,B
374.333528,F,single,28.494077,0,IT,tertiary,6174.128871,11759.024755,1654.635356,B
280.111068,F,single,28.341476,0,IT,tertiary,7809.717296,12971.648153,1666.612562,B
286.973798,M,single,27.592133,0,manuf,tertiary,10881.042701,55823.981136,3586.510859,B
477.282927,M,single,26.773838,0,manuf,tertiary,11487.732308,55936.441452,3222.984085,B
490.272987,F,single,25.759471,0,IT,secondary,5723.481022,12320.230139,1926.209983,B
391.474417,F,single,27.199964,0,IT,secondary,6958.716723,11668.722383,2005.476157,B
427.078386,F,single,21.634447,0,government,tertiary,6923.829065,22004.383719,2860.533974,B
622.600933,F,single,20.794707,0,government,tertiary,6770.846303,21415.309855,2886.037782,B
513.216962,F,single,23.390827,0,government,secondary,2684.614889,17207.309307,580.661673,B
499.250145,F,single,25.77884,0,government,secondary,2682.753825,16611.106345,407.171739,B
453.044708,F,single,27.143382,0,IT,tertiary,9903.791102,15591.075261,2283.499127,B
530.551951,F,single,25.210388,1.285085,IT,tertiary,8683.094699,15635.41566,2441.050684,B
438.368038,M,single,23.3839,0,manuf,tertiary,3559.380252,25901.964811,1434.317809,B
355.637968,M,single,27.45214,0,manuf,tertiary,3612.188518,25381.757147,1391.783916,B
735.684374,F,single,27.204032,0,government,secondary,4427.772621,17619.514797,391.573931,B
541.710275,F,single,26.951394,0,government,secondary,4184.39847,17549.364972,504.087204,B
487.060109,M,single,25.896774,0,manuf,tertiary,11613.150568,55023.05395,2207.026479,B
365.870472,M,single,23.036227,0.284591,manuf,tertiary,10777.743601,50776.031473,1940.186764,B
581.427511,F,single,27.029507,2.245389,legal,tertiary,7603.081417,19697.92447,2771.739294,B
606.281309,F,single,24.062193,2.516895,legal,tertiary,7237.392608,20967.230502,2505.63043,B
524.084718,F,single,21.342975,0,IT,secondary,2128.274207,11937.173652,1061.366417,B
427.125408,F,single,20.279111,0,IT,secondary,2796.568115,8858.468199,948.386007,B
580.791624,M,single,25.102433,0.000003,manuf,tertiary,6209.224124,26162.913667,2815.973532,B
636.57693,M,single,25.004616,0,manuf,tertiary,6053.596561,26128.018614,2177.505529,B
672.3835,F,single,21.87311,0.304571,government,secondary,5801.667094,19437.21769,2865.089142,B
629.226396,F,single,22.670852,0.426598,government,secondary,6716.573599,19221.406169,3106.776744,B
665.36551,M,single,27.120925,0.53363,legal,tertiary,5300.889224,29461.612625,3530.078328,B
184.313551,M,single,27.789806,0.721356,legal,tertiary,5992.685964,28882.577962,3327.466757,B
488.378566,F,single,26.012743,0,legal,postgrad,9528.555923,26101.630222,5389.696817,B
751.652072,F,single,23.527517,0,legal,postgrad,10201.005403,26348.212187,4745.644599,B
383.498,M,single,25.417285,0.210184,legal,tertiary,10182.871882,36617.5817,1708.156645,B
599.859317,M,single,24.631686,0.031048,legal,tertiary,11220.155771,38463.15859,1751.48374,B
425.597368,F,single,24.597254,0.04014,legal,tertiary,6656.524678,27875.896538,3312.916836,B
452.836543,F,single,28.560828,0.5197,legal,tertiary,6957.344355,27547.177104,2992.994736,B
807.807765,F,single,27.49388,0,government,secondary,3253.099162,17563.830258,408.070056,B
764.3719,F,single,27.99967,0,government,secondary,3209.128477,18084.942782,407.882311,B
544.333935,M,single,27.207759,0,manuf,tertiary,2956.099913,25514.966512,1438.651593,B
596.5978,M,single,24.268411,0,manuf,tertiary,3563.784836,24426.944374,1699.418172,B
767.845699,M,single,19.593836,0,manuf,tertiary,3249.355444,23686.397297,1265.489407,B
567.382867,M,single,18.727476,0,manuf,tertiary,4848.194116,24462.107281,1125.508033,B
798.807838,F,single,24.631017,0,legal,tertiary,8947.274808,25645.400828,2550.387706,B
947.845647,F,single,24.256222,0,legal,tertiary,9125.735008,25607.732867,2595.509486,B
882.260881,F,single,24.850436,0,government,secondary,3689.327355,16293.28294,318.314247,B
848.64342,F,single,25.370579,0,government,secondary,4451.881989,17170.640134,352.66147,B
714.998278,M,single,26.14134,0,legal,tertiary,11755.180819,29938.163138,2414.181046,B
801.963049,M,single,26.972646,0,legal,tertiary,11538.157462,29799.51554,3070.189325,B
163.793576,M,single,27.772355,0,legal,tertiary,10413.151153,27425.664944,3387.396983,B
415.298331,M,single,27.96428,0,legal,tertiary,11695.654819,28865.911678,3291.651842,B
240.756078,M,single,27.925465,0,legal,tertiary,11690.787997,28125.541534,3169.632773,B
638.661508,M,single,27.954575,0,legal,tertiary,11681.295511,28600.2438,3304.665196,B
225.263635,M,single,27.269612,0.512074,legal,tertiary,5088.005922,27582.244667,3114.690303,B
99.203492,M,single,25.227482,0.379547,legal,tertiary,5259.230864,27608.787489,2268.516698,B
555.02775,M,single,19.97891,0,manuf,tertiary,5720.650512,24320.245488,2172.872076,B
169.723636,M,single,25.736527,0,manuf,tertiary,5589.885379,25572.612415,2380.642075,B
129.148918,M,single,25.25285,0.713465,legal,tertiary,5556.867281,28171.119191,3661.376844,B
170.317195,M,single,24.233216,0.016232,legal,tertiary,6455.907142,27118.384067,3672.863236,B
215.435009,F,single,26.675148,0.329747,legal,tertiary,9138.757003,26951.338722,2874.216158,B
208.248101,F,single,25.383286,0.435825,legal,tertiary,9089.115144,26916.120144,2716.135508,B
446.49395,F,single,25.830343,0,legal,tertiary,8746.383445,24466.505173,2602.476254,B
401.547714,F,single,22.039787,0,legal,tertiary,8480.061444,22981.556087,1987.861107,B
163.989402,F,single,22.628481,0,government,tertiary,8270.956832,22454.55811,2145.922059,B
208.162863,F,single,19.685255,0,government,tertiary,6129.739831,23635.736235,1992.38048,B
93.016967,M,single,27.267546,1.271543,legal,tertiary,9472.12046,44420.970696,2847.897606,B
566.103724,M,single,26.920758,2.630925,legal,tertiary,11598.772607,38995.37497,2479.538763,B
502.071869,M,single,24.962105,1.293261,legal,tertiary,10388.058748,29702.726412,2294.821986,B
507.364062,M,single,26.510489,1.08616,legal,tertiary,9715.87686,32836.383674,2908.830476,B
60.892482,M,single,28.695965,1,legal,tertiary,7433.389555,30288.905169,2811.153662,B
724.196582,M,single,27.994669,0.753464,legal,tertiary,8011.860792,29431.164384,2569.126431,B
194.308084,M,single,25.840469,0.845966,legal,tertiary,10222.19853,32715.619297,2071.384532,B
390.174084,M,single,25.515769,1.635184,legal,tertiary,10597.472991,30503.682094,2382.781321,B
570.63982,F,single,27.579811,0,government,secondary,4690.804695,17843.954207,438.882387,B
538.456151,F,single,27.176189,0,government,secondary,4210.106115,17458.079397,386.370767,B
643.505575,F,single,27.475662,0,government,secondary,4695.305451,17715.453048,411.367738,B
697.509955,F,single,25.851449,0,government,secondary,4369.643801,16820.935783,535.255336,B
187.166813,F,single,22.757501,0,IT,secondary,3310.074958,12116.006987,738.328878,B
170.576648,F,single,24.933817,0,IT,secondary,3200.148116,13412.445344,722.620869,B
169.893853,F,single,25.193951,0,IT,secondary,2738.960854,14151.34189,522.601414,B
449.241837,F,single,21.927268,0,IT,secondary,1838.615817,16186.693282,595.221409,B
707.67224,M,single,26.001665,0,manuf,tertiary,2740.606585,25488.263779,1392.096816,B
442.51599,M,single,21.901779,0,manuf,tertiary,3978.021278,25068.044378,1383.191267,B
413.550545,M,single,25.842833,0,manuf,tertiary,5956.280661,26065.108958,1563.993361,B
625.107824,M,single,25.675948,0,manuf,tertiary,6026.321397,26002.118731,1438.719081,B
390.483622,F,single,25.996856,0,legal,tertiary,9044.830735,25538.262012,2580.755728,B
195.494301,F,single,25.800477,0,legal,tertiary,8892.570398,25699.505907,2550.058642,B
789.878574,F,single,24.955855,0,legal,tertiary,8921.676738,25562.76265,2573.968825,B
625.325452,F,single,24.240262,0,legal,tertiary,8355.070891,25928.345271,2575.615747,B
225.736013,M,single,26.857023,0,manuf,tertiary,10752.667442,48405.845977,3204.717984,B
382.692859,M,single,27.476476,0,manuf,tertiary,11225.154417,49553.933428,4315.763693,B
311.607926,M,single,27.388057,0.732105,legal,tertiary,10018.383168,31770.706873,2205.513667,B
229.979638,M,single,23.924828,0.143546,legal,tertiary,10344.817755,29967.722471,2264.38837,B
201.559675,F,single,27.651387,0.311495,legal,tertiary,8562.29092,27913.752044,3152.980619,B
358.961923,F,single,24.592746,0,legal,tertiary,8679.499969,27547.370963,2190.421218,B
752.340822,F,single,23.663702,0,legal,tertiary,9973.14027,26152.603016,2496.926033,B
236.144877,F,single,23.938459,0,legal,tertiary,9226.648907,26629.630906,2445.105834,B
162.680513,F,single,20.639756,0,government,tertiary,8133.909534,22004.03859,1884.456678,B
164.332891,F,single,22.674464,0,government,tertiary,8834.726816,22305.00164,1945.543936,B
416.869334,F,single,22.873833,1.877569,government,secondary,7502.63967,17998.202912,3119.050271,B
532.28302,F,single,21.832986,0,government,secondary,5031.583784,17671.132911,3466.818154,B
336.785036,F,single,26.733798,0.687275,legal,tertiary,8031.296967,18044.592155,2527.700148,B
331.844317,F,single,27.191526,0,legal,tertiary,9829.709062,16801.244021,1850.164936,B
364.792646,F,single,26.36474,0,IT,tertiary,5325.737753,12341.892956,2795.235501,B
367.163345,F,single,27.82661,0,IT,tertiary,6168.487749,11676.472489,2020.158916,B
435.140419,F,single,25.475486,0,legal,tertiary,9944.413283,17091.760844,2638.147683,B
427.903097,F,single,24.943178,0,legal,tertiary,9796.922502,17363.847586,2491.457523,B
245.250352,F,single,24.299743,0,legal,tertiary,10778.918629,16858.23294,2543.898924,B
445.276195,F,single,25.443065,0,legal,tertiary,10668.539748,17396.879973,2761.221658,B
263.314134,F,single,23.655191,0,legal,tertiary,8654.290542,26538.434887,3803.338678,B
316.18015,F,single,23.748657,0,legal,tertiary,8626.289176,26749.704852,5128.194133,B
317.056815,F,single,20.554888,0,legal,tertiary,6997.787332,27223.150542,4542.739217,B
346.558618,F,single,21.967277,0,legal,tertiary,6536.561325,27020.270452,4374.487625,B
343.94867,F,single,26.878577,0,IT,tertiary,9805.826247,16022.245335,2051.585714,B
243.863429,F,single,27.814117,0,IT,tertiary,9754.41844,15702.273733,2333.100129,B
348.115591,F,single,27.870673,0,IT,tertiary,9423.166175,14403.78315,1732.68003,B
303.246276,F,single,28.002052,0,IT,tertiary,8934.015478,15030.567429,1735.346479,B
179.715584,M,single,25.14539,0,manuf,tertiary,11042.088705,53756.987343,1917.198607,B
504.069333,M,single,26.225142,0,manuf,tertiary,11314.006884,55928.598685,4213.268607,B
375.193929,M,single,27.725387,0,manuf,tertiary,10838.973478,55699.175059,3645.86554,B
305.978698,M,single,27.086384,0,manuf,tertiary,10908.240031,51336.048084,3567.786225,B
311.586669,F,single,24.541648,0,IT,secondary,5568.871051,13820.239906,2428.455649,B
414.181435,F,single,24.51995,0,IT,secondary,4740.010152,11823.68451,2861.645334,B
887.928535,F,single,24.259111,0,IT,secondary,3752.239511,15124.267053,743.246749,B
280.827614,F,single,25.958454,0,IT,secondary,5598.121632,14847.431546,1795.642851,B
319.978837,F,single,21.299842,0,government,tertiary,7854.586341,22342.48199,2077.388282,B
413.170023,F,single,21.359273,0,government,tertiary,6828.619608,22003.25048,2878.797718,B
568.711224,F,single,26.114812,1.027106,legal,tertiary,7886.030379,18661.07237,2614.283155,B
500.372953,F,single,22.534608,0.172324,legal,tertiary,7224.82805,20626.277679,2796.213584,B
508.409647,F,single,25.453485,0,government,secondary,3437.231666,18850.537347,486.122649,B
130.515704,F,single,26.737196,0,government,secondary,3417.885668,20111.784084,662.957709,B
508.181474,F,single,23.966344,0,government,secondary,2767.452882,16550.125789,325.791316,B
759.575098,F,single,26.954921,0,government,secondary,2746.960218,16793.293511,384.941194,B
331.545466,F,single,22.106246,0,IT,tertiary,9517.614839,17623.11671,2448.084349,B
521.288066,F,single,23.017323,0.500324,IT,tertiary,9281.765426,16199.581939,2415.839037,B
382.42301,F,single,23.615928,1.475384,IT,tertiary,8899.901604,16158.348216,2417.75921,B
476.047578,F,single,23.001317,1.399981,IT,tertiary,8836.310606,15841.020199,2410.485699,B
274.40228,M,single,26.141758,0,manuf,tertiary,3847.839793,25751.871043,1666.035815,B
307.975787,M,single,23.491397,0,manuf,tertiary,3850.357347,25754.897251,1885.600033,B
674.070453,M,single,26.536739,0,manuf,tertiary,2972.163488,25470.800164,1348.809274,B
609.202362,M,single,25.297163,0,manuf,tertiary,3133.574666,24529.568223,1534.038039,B
969.1245,F,single,26.116281,0,government,secondary,3729.950523,16694.408526,302.118835,B
713.174005,F,single,27.069342,0,government,secondary,3641.203227,17914.325236,363.854803,B
686.20841,F,single,26.701653,0,government,secondary,3631.560863,17541.024652,503.819818,B
591.536989,F,single,25.826047,0,government,secondary,3722.325449,17999.83105,442.644246,B
345.22735,M,single,26.104924,0.882542,manuf,tertiary,10481.172939,48550.202722,3312.010756,B
306.61756,M,single,26.628445,2.519648,manuf,tertiary,8770.965,46629.705662,3256.489145,B
91.942784,M,single,25.30566,2.026273,legal,tertiary,9713.192414,42273.963509,2121.504501,B
111.26487,M,single,25.722263,0.514832,legal,tertiary,9829.736465,42570.693576,2015.460421,B
421.174535,F,single,22.266803,0.929696,legal,tertiary,5821.959389,17701.209669,2521.425847,B
410.142052,F,single,26.64428,2.179914,legal,tertiary,8164.729957,16519.004757,2473.018178,B
543.673315,F,single,26.699101,2.44491,IT,tertiary,8203.183742,16992.273776,2475.898982,B
447.681783,F,single,26.304702,1.984674,IT,tertiary,8406.62186,17142.057582,2507.290664,B
